Base de Datos de personas;;;;;
Fuente de Datos: Aleatorio;;;;;
Esto es Aleatorio de acuerdo a las reglas de protección de datos de las personas;;;;;
;;;;;
Id de la persona;Edad;Nombre;Latitud;Longitud;Distrito de procedencia
1790;26;Persona 1790;-12.07285543;-77.00601879;LA VICTORIA
1791;28;Persona 1791;-12.06851776;-77.04213671;JESUS MARIA
1792;78;Persona 1792;-12.08320642;-77.03571957;LINCE
1793;23;Persona 1793;-12.09009204;-77.04730387;LINCE
1794;57;Persona 1794;-12.08610634;-77.05803857;JESUS MARIA
1795;19;Persona 1795;-12.07408729;-77.04678914;JESUS MARIA
1796;23;Persona 1796;-12.0851297;-77.05137374;JESUS MARIA
1797;22;Persona 1797;-12.06587009;-77.04194905;JESUS MARIA
1798;24;Persona 1798;-12.07499244;-77.01930593;LA VICTORIA
1799;19;Persona 1799;-12.07744471;-77.04811467;JESUS MARIA
1800;26;Persona 1800;-12.06262472;-77.02639164;LA VICTORIA
1801;33;Persona 1801;-12.0798303;-77.07632993;PUEBLO LIBRE
1802;34;Persona 1802;-12.05908061;-77.0189264;LA VICTORIA
1803;34;Persona 1803;-12.06646826;-77.04206537;JESUS MARIA
1804;43;Persona 1804;-12.04964531;-77.05121946;BREÑA
1805;24;Persona 1805;-12.0804606;-77.05032306;JESUS MARIA
1806;23;Persona 1806;-12.07045806;-77.01081835;LA VICTORIA
1807;21;Persona 1807;-12.07408753;-77.05359762;PUEBLO LIBRE
1808;31;Persona 1808;-12.06912719;-77.0529629;PUEBLO LIBRE
1809;33;Persona 1809;-12.08610149;-77.05187376;JESUS MARIA
1810;21;Persona 1810;-12.0788154;-77.02132416;LA VICTORIA
1811;25;Persona 1811;-12.05422658;-77.05267088;BREÑA
1812;21;Persona 1812;-12.088167;-77.01145833;LA VICTORIA
1813;21;Persona 1813;-12.07412181;-77.04898667;JESUS MARIA
1814;44;Persona 1814;-12.08493629;-77.02326018;LA VICTORIA
1815;42;Persona 1815;-12.08184562;-77.06192427;PUEBLO LIBRE
1816;27;Persona 1816;-12.08444401;-77.0285436;LINCE
1817;31;Persona 1817;-12.07702605;-77.03857226;LINCE
1818;30;Persona 1818;-12.07097558;-77.04481515;JESUS MARIA
1819;33;Persona 1819;-12.06529803;-77.02533522;LA VICTORIA
1820;73;Persona 1820;-12.06609572;-77.04286577;JESUS MARIA
1821;32;Persona 1821;-12.07560343;-77.04443046;JESUS MARIA
1822;16;Persona 1822;-12.08607094;-77.05652862;JESUS MARIA
1823;37;Persona 1823;-12.0884892;-77.05179834;JESUS MARIA
1824;19;Persona 1824;-12.07620919;-77.04480655;JESUS MARIA
1825;32;Persona 1825;-12.07512426;-77.04515475;JESUS MARIA
1826;7;Persona 1826;-12.09038032;-77.05737312;JESUS MARIA
1827;11;Persona 1827;-12.07190647;-77.04586736;JESUS MARIA
1828;21;Persona 1828;-12.07533283;-77.04976346;JESUS MARIA
1829;31;Persona 1829;-12.06045403;-77.03150501;LA VICTORIA
1830;34;Persona 1830;-12.08250131;-77.06237867;PUEBLO LIBRE
1831;32;Persona 1831;-12.07002864;-77.02596448;LA VICTORIA
1832;31;Persona 1832;-12.08455029;-77.02546175;LA VICTORIA
1833;16;Persona 1833;-12.08674337;-77.02887701;LINCE
1834;40;Persona 1834;-12.07321123;-77.0494298;JESUS MARIA
1835;42;Persona 1835;-12.08037878;-77.05030095;JESUS MARIA
1836;19;Persona 1836;-12.07502207;-77.06080488;PUEBLO LIBRE
1837;28;Persona 1837;-12.08476163;-77.05684032;JESUS MARIA
1838;27;Persona 1838;-12.07890266;-77.0504198;JESUS MARIA
1839;18;Persona 1839;-12.08539671;-77.06141104;JESUS MARIA
1840;30;Persona 1840;-12.06515319;-77.02258404;LA VICTORIA
1841;30;Persona 1841;-12.09021495;-77.03101736;LINCE
1842;7;Persona 1842;-12.0761204;-77.01874728;LA VICTORIA
1843;1;Persona 1843;-12.07992302;-77.04346631;JESUS MARIA
1844;33;Persona 1844;-12.05865258;-77.04489179;BREÑA
1845;51;Persona 1845;-12.07548992;-77.05323805;JESUS MARIA
1846;21;Persona 1846;-12.08009448;-77.04514428;JESUS MARIA
1847;30;Persona 1847;-12.06266156;-77.01717309;LA VICTORIA
1848;24;Persona 1848;-12.0656341;-77.04479254;JESUS MARIA
1849;20;Persona 1849;-12.07122938;-77.05006064;JESUS MARIA
1850;32;Persona 1850;-12.07313172;-77.0489543;JESUS MARIA
1851;32;Persona 1851;-12.07627995;-77.05537178;PUEBLO LIBRE
1852;33;Persona 1852;-12.06531696;-76.99998081;LA VICTORIA
1853;33;Persona 1853;-12.07095532;-77.07267911;PUEBLO LIBRE
1854;32;Persona 1854;-12.07518021;-77.04965079;JESUS MARIA
1855;33;Persona 1855;-12.07572543;-77.02522899;LA VICTORIA
1856;33;Persona 1856;-12.06724739;-77.00998252;LA VICTORIA
1857;46;Persona 1857;-12.07494042;-77.04822773;JESUS MARIA
1858;40;Persona 1858;-12.07451682;-77.05216479;JESUS MARIA
1859;33;Persona 1859;-12.09094908;-77.05472981;JESUS MARIA
1860;31;Persona 1860;-12.08220503;-77.04936915;JESUS MARIA
1861;30;Persona 1861;-12.06160147;-77.00765802;LA VICTORIA
1862;32;Persona 1862;-12.07865488;-77.05187586;JESUS MARIA
1863;5;Persona 1863;-12.06765339;-77.01783702;LA VICTORIA
1864;39;Persona 1864;-12.08879341;-77.01980316;LA VICTORIA
1865;32;Persona 1865;-12.08631271;-77.02714844;LINCE
1866;28;Persona 1866;-12.08871733;-77.05246326;JESUS MARIA
1867;60;Persona 1867;-12.07444716;-77.04748358;JESUS MARIA
1868;27;Persona 1868;-12.06742122;-77.0150382;LA VICTORIA
1869;51;Persona 1869;-12.0863671;-77.05604798;JESUS MARIA
1870;16;Persona 1870;-12.08882001;-77.02578531;LINCE
1871;45;Persona 1871;-12.08327706;-77.05159418;JESUS MARIA
1872;32;Persona 1872;-12.06640684;-77.05258106;BREÑA
1873;33;Persona 1873;-12.07800051;-77.0424006;JESUS MARIA
1874;7;Persona 1874;-12.07697408;-77.07403415;PUEBLO LIBRE
1875;40;Persona 1875;-12.08501252;-77.05697107;JESUS MARIA
1876;40;Persona 1876;-12.0785247;-77.04447502;JESUS MARIA
1877;15;Persona 1877;-12.08789781;-77.02053423;LA VICTORIA
1878;38;Persona 1878;-12.06850915;-77.04675599;JESUS MARIA
1879;19;Persona 1879;-12.07143369;-77.0493433;JESUS MARIA
1880;30;Persona 1880;-12.07559667;-77.04662297;JESUS MARIA
1881;34;Persona 1881;-12.08890887;-77.05108598;JESUS MARIA
1882;34;Persona 1882;-12.06013439;-77.04253788;BREÑA
1883;33;Persona 1883;-12.05908982;-77.04714215;BREÑA
1884;50;Persona 1884;-12.06635336;-77.04262079;JESUS MARIA
1885;38;Persona 1885;-12.07028807;-77.04377138;JESUS MARIA
1886;19;Persona 1886;-12.07509712;-77.04776457;JESUS MARIA
1887;7;Persona 1887;-12.07217189;-77.066496;PUEBLO LIBRE
1888;19;Persona 1888;-12.07632959;-77.05202034;JESUS MARIA
1889;46;Persona 1889;-12.08786342;-77.06094636;JESUS MARIA
1890;27;Persona 1890;-12.08441353;-77.01020334;LA VICTORIA
1891;50;Persona 1891;-12.07443482;-77.07046292;PUEBLO LIBRE
1892;19;Persona 1892;-12.06454968;-77.03305243;LA VICTORIA
1893;20;Persona 1893;-12.072927;-77.04595442;JESUS MARIA
1894;31;Persona 1894;-12.08098953;-77.04446226;JESUS MARIA
1895;28;Persona 1895;-12.08007691;-77.01362322;LA VICTORIA
1896;24;Persona 1896;-12.09043685;-77.05520419;JESUS MARIA
1897;32;Persona 1897;-12.07914664;-77.05090679;JESUS MARIA
1898;70;Persona 1898;-12.07105391;-77.04984214;JESUS MARIA
1899;32;Persona 1899;-12.07671136;-77.05143547;JESUS MARIA
1900;42;Persona 1900;-12.08349276;-77.05443128;JESUS MARIA
1901;41;Persona 1901;-12.06091288;-77.02861881;LA VICTORIA
1902;29;Persona 1902;-12.0721227;-77.06212963;PUEBLO LIBRE
1903;27;Persona 1903;-12.07168875;-77.04687522;JESUS MARIA
1904;27;Persona 1904;-12.08149616;-77.05347679;JESUS MARIA
1905;23;Persona 1905;-12.06863157;-77.06459897;PUEBLO LIBRE
1906;29;Persona 1906;-12.0629545;-77.05591585;BREÑA
1907;33;Persona 1907;-12.06750861;-77.04152762;JESUS MARIA
1908;30;Persona 1908;-12.06656207;-77.05780873;BREÑA
1909;25;Persona 1909;-12.05209423;-77.04528601;BREÑA
1910;40;Persona 1910;-12.07243501;-77.04595219;JESUS MARIA
1911;31;Persona 1911;-12.08214768;-77.05007713;JESUS MARIA
1912;39;Persona 1912;-12.08294399;-77.04873082;JESUS MARIA
1913;7;Persona 1913;-12.06916576;-77.06378906;PUEBLO LIBRE
1914;22;Persona 1914;-12.07914638;-77.04623087;JESUS MARIA
1915;0;Persona 1915;-12.08945938;-77.0145948;LA VICTORIA
1916;31;Persona 1916;-12.0761576;-77.04774931;JESUS MARIA
1917;5;Persona 1917;-12.07850309;-77.01132067;LA VICTORIA
1918;24;Persona 1918;-12.05364028;-77.04525057;BREÑA
1919;17;Persona 1919;-12.08739742;-77.05495598;JESUS MARIA
1920;31;Persona 1920;-12.08388784;-77.05506205;JESUS MARIA
1921;42;Persona 1921;-12.07422316;-77.02002328;LA VICTORIA
1922;1;Persona 1922;-12.08821921;-77.04644798;LINCE
1923;32;Persona 1923;-12.06208734;-77.0590726;BREÑA
1924;0;Persona 1924;-12.07094458;-77.01788968;LA VICTORIA
1925;28;Persona 1925;-12.0841429;-77.04860106;JESUS MARIA
1926;25;Persona 1926;-12.05332843;-77.04518858;BREÑA
1927;28;Persona 1927;-12.0721215;-77.04151974;JESUS MARIA
1928;29;Persona 1928;-12.07132481;-77.0167744;LA VICTORIA
1929;27;Persona 1929;-12.05445546;-77.05526703;BREÑA
1930;27;Persona 1930;-12.0580335;-77.04578043;BREÑA
1931;78;Persona 1931;-12.08105866;-77.05403345;JESUS MARIA
1932;27;Persona 1932;-12.07967982;-77.05322408;JESUS MARIA
1933;30;Persona 1933;-12.08611268;-77.05118162;JESUS MARIA
1934;29;Persona 1934;-12.06047855;-77.0202336;LA VICTORIA
1935;40;Persona 1935;-12.08273572;-77.05132147;JESUS MARIA
1936;29;Persona 1936;-12.08445663;-77.05511447;JESUS MARIA
1937;30;Persona 1937;-12.08599328;-77.03078414;LINCE
1938;32;Persona 1938;-12.05875767;-77.01967526;LA VICTORIA
1939;25;Persona 1939;-12.08800855;-77.03197353;LINCE
1940;31;Persona 1940;-12.07602154;-77.04363871;JESUS MARIA
1941;29;Persona 1941;-12.07974223;-77.03453307;LINCE
1942;32;Persona 1942;-12.08156993;-77.00634894;LA VICTORIA
1943;29;Persona 1943;-12.07453294;-77.05091749;JESUS MARIA
1944;2;Persona 1944;-12.06262934;-77.0261025;LA VICTORIA
1945;30;Persona 1945;-12.06791963;-77.01073821;LA VICTORIA
1946;72;Persona 1946;-12.06921232;-77.04601665;JESUS MARIA
1947;59;Persona 1947;-12.08599005;-77.05056484;JESUS MARIA
1948;21;Persona 1948;-12.06405899;-77.00515826;LA VICTORIA
1949;14;Persona 1949;-12.07117978;-77.04989101;JESUS MARIA
1950;28;Persona 1950;-12.06429226;-77.00549352;LA VICTORIA
1951;4;Persona 1951;-12.0631294;-77.04643741;BREÑA
1952;26;Persona 1952;-12.08144212;-77.02439184;LA VICTORIA
1953;34;Persona 1953;-12.07968277;-77.0477781;JESUS MARIA
1954;22;Persona 1954;-12.08610969;-77.05922829;JESUS MARIA
1955;21;Persona 1955;-12.08776149;-77.0574603;JESUS MARIA
1956;25;Persona 1956;-12.08037946;-77.04658016;JESUS MARIA
1957;8;Persona 1957;-12.0879498;-77.05149265;JESUS MARIA
1958;28;Persona 1958;-12.07899555;-77.04259879;JESUS MARIA
1959;33;Persona 1959;-12.07157871;-77.07187748;PUEBLO LIBRE
1960;27;Persona 1960;-12.07317142;-77.0401242;LINCE
1961;39;Persona 1961;-12.07672964;-77.04349782;JESUS MARIA
1962;59;Persona 1962;-12.07102996;-77.04545095;JESUS MARIA
1963;28;Persona 1963;-12.05345143;-77.04273492;BREÑA
1964;51;Persona 1964;-12.08246587;-77.0409116;LINCE
1965;1;Persona 1965;-12.08609745;-77.0586314;JESUS MARIA
1966;29;Persona 1966;-12.08002007;-77.05061761;JESUS MARIA
1967;29;Persona 1967;-12.07380426;-77.04423722;JESUS MARIA
1968;22;Persona 1968;-12.08081324;-77.04870034;JESUS MARIA
1969;4;Persona 1969;-12.06484854;-77.02548311;LA VICTORIA
1970;32;Persona 1970;-12.07392436;-77.04188771;JESUS MARIA
1971;29;Persona 1971;-12.06957038;-77.04631574;JESUS MARIA
1972;59;Persona 1972;-12.08612026;-77.05495721;JESUS MARIA
1973;32;Persona 1973;-12.06779834;-77.0193643;LA VICTORIA
1974;39;Persona 1974;-12.07662553;-77.05111629;JESUS MARIA
1975;26;Persona 1975;-12.07824841;-77.05970981;PUEBLO LIBRE
1976;29;Persona 1976;-12.08611554;-77.01968261;LA VICTORIA
1977;18;Persona 1977;-12.07190103;-77.04629304;JESUS MARIA
1978;41;Persona 1978;-12.06990084;-77.04465893;JESUS MARIA
1979;18;Persona 1979;-12.08319566;-77.02086418;LA VICTORIA
1980;29;Persona 1980;-12.08797662;-77.03716521;LINCE
1981;19;Persona 1981;-12.08104318;-77.04240709;JESUS MARIA
1982;28;Persona 1982;-12.07839192;-77.05101553;JESUS MARIA
1983;29;Persona 1983;-12.07563437;-77.07439161;PUEBLO LIBRE
1984;28;Persona 1984;-12.08816045;-77.05134296;JESUS MARIA
1985;23;Persona 1985;-12.085489;-77.05008888;JESUS MARIA
1986;7;Persona 1986;-12.08044018;-77.05721785;JESUS MARIA
1987;29;Persona 1987;-12.06711207;-77.00894341;LA VICTORIA
1988;30;Persona 1988;-12.08649364;-77.05159634;JESUS MARIA
1989;25;Persona 1989;-12.08649654;-77.06205714;JESUS MARIA
1990;0;Persona 1990;-12.08368693;-77.00728224;LA VICTORIA
1991;21;Persona 1991;-12.08897522;-77.05290143;JESUS MARIA
1992;26;Persona 1992;-12.07498367;-77.05355341;JESUS MARIA
1993;2;Persona 1993;-12.07920942;-77.04618598;JESUS MARIA
1994;74;Persona 1994;-12.08814415;-77.02419582;LA VICTORIA
1995;33;Persona 1995;-12.07152125;-77.04863431;JESUS MARIA
1996;31;Persona 1996;-12.07720234;-77.0426765;JESUS MARIA
1997;23;Persona 1997;-12.05990577;-77.0517169;BREÑA
1998;26;Persona 1998;-12.07477656;-77.04897534;JESUS MARIA
1999;10;Persona 1999;-12.08896354;-77.04507254;LINCE
2000;30;Persona 2000;-12.07933334;-77.05594673;JESUS MARIA
2001;41;Persona 2001;-12.08011921;-77.03827343;LINCE
2002;27;Persona 2002;-12.06975763;-77.07149214;PUEBLO LIBRE
2003;31;Persona 2003;-12.06757467;-77.04186607;JESUS MARIA
2004;25;Persona 2004;-12.08371373;-77.03173146;LINCE
2005;28;Persona 2005;-12.06242567;-77.0060694;LA VICTORIA
2006;39;Persona 2006;-12.0700369;-77.04919027;JESUS MARIA
2007;21;Persona 2007;-12.08363661;-77.05254558;JESUS MARIA
2008;47;Persona 2008;-12.05864328;-77.04674923;BREÑA
2009;14;Persona 2009;-12.06619046;-77.03936959;JESUS MARIA
2010;21;Persona 2010;-12.07997412;-77.05747041;JESUS MARIA
2011;27;Persona 2011;-12.07695755;-77.01604277;LA VICTORIA
2012;32;Persona 2012;-12.07190061;-77.04446078;JESUS MARIA
2013;29;Persona 2013;-12.08186166;-77.04734425;JESUS MARIA
2014;47;Persona 2014;-12.08487407;-77.05945274;JESUS MARIA
2015;31;Persona 2015;-12.08652771;-77.05042612;JESUS MARIA
2016;31;Persona 2016;-12.06530636;-77.05055409;BREÑA
2017;21;Persona 2017;-12.07403153;-77.05523024;PUEBLO LIBRE
2018;23;Persona 2018;-12.08279773;-77.05771982;JESUS MARIA
2019;24;Persona 2019;-12.08038281;-77.03478596;LINCE
2020;23;Persona 2020;-12.08887901;-77.05433292;JESUS MARIA
2021;25;Persona 2021;-12.08669122;-77.05418825;JESUS MARIA
2022;36;Persona 2022;-12.08273087;-77.05912545;JESUS MARIA
2023;27;Persona 2023;-12.06847904;-77.04145507;JESUS MARIA
2024;28;Persona 2024;-12.08052854;-77.0372327;LINCE
2025;15;Persona 2025;-12.07735957;-77.02654159;LA VICTORIA
2026;24;Persona 2026;-12.06536328;-77.05744221;BREÑA
2027;39;Persona 2027;-12.0797611;-77.05501181;JESUS MARIA
2028;24;Persona 2028;-12.07410826;-77.07771703;PUEBLO LIBRE
2029;39;Persona 2029;-12.08822635;-77.0562113;JESUS MARIA
2030;42;Persona 2030;-12.07667724;-77.01759067;LA VICTORIA
2031;30;Persona 2031;-12.08594711;-77.05351303;JESUS MARIA
2032;14;Persona 2032;-12.09170065;-77.0539536;JESUS MARIA
2033;30;Persona 2033;-12.08225321;-77.0455915;JESUS MARIA
2034;32;Persona 2034;-12.08503678;-77.05992544;JESUS MARIA
2035;30;Persona 2035;-12.07195055;-77.04502866;JESUS MARIA
2036;42;Persona 2036;-12.07772185;-77.05576174;JESUS MARIA
2037;45;Persona 2037;-12.08088063;-77.05565293;JESUS MARIA
2038;19;Persona 2038;-12.08988603;-77.0562847;JESUS MARIA
2039;9;Persona 2039;-12.06777275;-77.0438719;JESUS MARIA
2040;32;Persona 2040;-12.07202749;-77.04376429;JESUS MARIA
2041;21;Persona 2041;-12.08863697;-77.01186267;LA VICTORIA
2042;41;Persona 2042;-12.07065733;-77.03003095;LA VICTORIA
2043;25;Persona 2043;-12.08296033;-77.03046031;LINCE
2044;25;Persona 2044;-12.08333775;-77.033718;LINCE
2045;22;Persona 2045;-12.07869437;-77.04700521;JESUS MARIA
2046;23;Persona 2046;-12.07647651;-77.05146858;JESUS MARIA
2047;30;Persona 2047;-12.05717601;-77.05686126;BREÑA
2048;22;Persona 2048;-12.08644133;-77.05063276;JESUS MARIA
2049;21;Persona 2049;-12.08165427;-77.06707761;PUEBLO LIBRE
2050;30;Persona 2050;-12.08597432;-77.06148558;JESUS MARIA
2051;27;Persona 2051;-12.08160799;-77.01240992;LA VICTORIA
2052;29;Persona 2052;-12.080155;-77.05262012;JESUS MARIA
2053;41;Persona 2053;-12.07936051;-77.06483821;PUEBLO LIBRE
2054;40;Persona 2054;-12.08041122;-77.04489948;JESUS MARIA
2055;53;Persona 2055;-12.07987133;-77.05394305;JESUS MARIA
2056;38;Persona 2056;-12.08342385;-77.04776539;JESUS MARIA
2057;5;Persona 2057;-12.07721787;-77.01600616;LA VICTORIA
2058;28;Persona 2058;-12.0837525;-77.02600948;LINCE
2059;40;Persona 2059;-12.08766708;-77.0392063;LINCE
2060;27;Persona 2060;-12.06558853;-77.02483528;LA VICTORIA
2061;19;Persona 2061;-12.08042238;-77.04501709;JESUS MARIA
2062;21;Persona 2062;-12.08328535;-77.04169356;LINCE
2063;25;Persona 2063;-12.0810068;-77.04797455;JESUS MARIA
2064;28;Persona 2064;-12.07595611;-77.0432076;JESUS MARIA
2065;16;Persona 2065;-12.07833116;-77.04684977;JESUS MARIA
2066;23;Persona 2066;-12.0533527;-77.05220192;BREÑA
2067;28;Persona 2067;-12.08858657;-77.05297452;JESUS MARIA
2068;17;Persona 2068;-12.07780944;-77.02464;LA VICTORIA
2069;31;Persona 2069;-12.07661238;-77.0800944;PUEBLO LIBRE
2070;25;Persona 2070;-12.08614957;-77.05622315;JESUS MARIA
2071;30;Persona 2071;-12.08039703;-77.05237734;JESUS MARIA
2072;20;Persona 2072;-12.08613841;-77.04464215;LINCE
2073;26;Persona 2073;-12.08121519;-77.05657542;JESUS MARIA
2074;4;Persona 2074;-12.07072404;-77.07388301;PUEBLO LIBRE
2075;52;Persona 2075;-12.06309168;-77.01403756;LA VICTORIA
2076;29;Persona 2076;-12.08561871;-77.05158391;JESUS MARIA
2077;24;Persona 2077;-12.09149874;-77.05429349;JESUS MARIA
2078;18;Persona 2078;-12.07655736;-77.06735065;PUEBLO LIBRE
2079;28;Persona 2079;-12.08291724;-77.05390462;JESUS MARIA
2080;38;Persona 2080;-12.0687365;-77.04446657;JESUS MARIA
2081;29;Persona 2081;-12.07439623;-77.00760321;LA VICTORIA
2082;27;Persona 2082;-12.0812716;-77.05050334;JESUS MARIA
2083;23;Persona 2083;-12.06655396;-77.0423303;JESUS MARIA
2084;29;Persona 2084;-12.07091967;-77.04820906;JESUS MARIA
2085;27;Persona 2085;-12.06736357;-77.05150286;BREÑA
2086;30;Persona 2086;-12.06734267;-77.04556913;JESUS MARIA
2087;17;Persona 2087;-12.08292438;-77.06089317;PUEBLO LIBRE
2088;29;Persona 2088;-12.07840683;-77.01172547;LA VICTORIA
2089;75;Persona 2089;-12.06700966;-77.01985814;LA VICTORIA
2090;13;Persona 2090;-12.08317483;-77.01785606;LA VICTORIA
2091;28;Persona 2091;-12.08468883;-77.0535793;JESUS MARIA
2092;21;Persona 2092;-12.08128393;-77.04244547;JESUS MARIA
2093;27;Persona 2093;-12.07767917;-77.04730837;JESUS MARIA
2094;46;Persona 2094;-12.0898447;-77.05813094;JESUS MARIA
2095;26;Persona 2095;-12.07115281;-77.00329581;LA VICTORIA
2096;31;Persona 2096;-12.08704387;-77.06065436;JESUS MARIA
2097;28;Persona 2097;-12.07224734;-77.03037465;LA VICTORIA
2098;15;Persona 2098;-12.08424195;-77.0571417;JESUS MARIA
2099;27;Persona 2099;-12.0877101;-77.05377449;JESUS MARIA
2100;3;Persona 2100;-12.08241335;-77.01764832;LA VICTORIA
2101;18;Persona 2101;-12.06961222;-77.06291127;PUEBLO LIBRE
2102;13;Persona 2102;-12.06766977;-77.0456459;JESUS MARIA
2103;19;Persona 2103;-12.08758719;-77.0582696;JESUS MARIA
2104;15;Persona 2104;-12.09016019;-77.05762396;JESUS MARIA
2105;27;Persona 2105;-12.07230687;-77.03040607;LA VICTORIA
2106;45;Persona 2106;-12.07726703;-77.04578687;JESUS MARIA
2107;30;Persona 2107;-12.07668753;-77.0426445;JESUS MARIA
2108;29;Persona 2108;-12.08581103;-77.05660394;JESUS MARIA
2109;30;Persona 2109;-12.07734852;-77.0377196;LINCE
2110;53;Persona 2110;-12.07862868;-77.05184828;JESUS MARIA
2111;43;Persona 2111;-12.07974067;-77.05353311;JESUS MARIA
2112;38;Persona 2112;-12.07287829;-77.07725673;PUEBLO LIBRE
2113;40;Persona 2113;-12.05036363;-77.05234821;BREÑA
2114;25;Persona 2114;-12.08232229;-77.03931574;LINCE
2115;38;Persona 2115;-12.06736017;-77.04091634;JESUS MARIA
2116;38;Persona 2116;-12.0682153;-77.04559082;JESUS MARIA
2117;21;Persona 2117;-12.07126468;-77.04964392;JESUS MARIA
2118;40;Persona 2118;-12.06386895;-77.01527239;LA VICTORIA
2119;28;Persona 2119;-12.06701242;-77.00114485;LA VICTORIA
2120;25;Persona 2120;-12.07953903;-77.06127183;PUEBLO LIBRE
2121;20;Persona 2121;-12.08740706;-77.05557926;JESUS MARIA
2122;28;Persona 2122;-12.0864027;-77.04817163;LINCE
2123;18;Persona 2123;-12.06374477;-77.02056481;LA VICTORIA
2124;24;Persona 2124;-12.06777927;-76.99940701;LA VICTORIA
2125;10;Persona 2125;-12.07821064;-77.06383062;PUEBLO LIBRE
2126;28;Persona 2126;-12.07829951;-77.01995146;LA VICTORIA
2127;81;Persona 2127;-12.08212057;-77.04364335;JESUS MARIA
2128;20;Persona 2128;-12.07720533;-77.0486626;JESUS MARIA
2129;41;Persona 2129;-12.09021218;-77.03133124;LINCE
2130;25;Persona 2130;-12.08319399;-77.05548658;JESUS MARIA
2131;19;Persona 2131;-12.06929125;-77.04712472;JESUS MARIA
2132;26;Persona 2132;-12.06108357;-77.03090825;LA VICTORIA
2133;29;Persona 2133;-12.05961568;-77.02243845;LA VICTORIA
2134;37;Persona 2134;-12.06884065;-77.05081208;BREÑA
2135;12;Persona 2135;-12.08801778;-77.05579933;JESUS MARIA
2136;26;Persona 2136;-12.08467381;-77.05708891;JESUS MARIA
2137;28;Persona 2137;-12.08320272;-77.05530722;JESUS MARIA
2138;25;Persona 2138;-12.07735682;-77.05452647;JESUS MARIA
2139;65;Persona 2139;-12.06978808;-77.04041844;JESUS MARIA
2140;37;Persona 2140;-12.0851275;-77.05938278;JESUS MARIA
2141;27;Persona 2141;-12.08785882;-77.05081153;JESUS MARIA
2142;30;Persona 2142;-12.08272955;-77.05883874;JESUS MARIA
2143;22;Persona 2143;-12.06180199;-77.05841665;BREÑA
2144;26;Persona 2144;-12.0731417;-77.05819836;PUEBLO LIBRE
2145;1;Persona 2145;-12.06497305;-77.0052448;LA VICTORIA
2146;29;Persona 2146;-12.0732785;-77.04641546;JESUS MARIA
2147;21;Persona 2147;-12.08159508;-77.05524503;JESUS MARIA
2148;20;Persona 2148;-12.07304287;-77.04835058;JESUS MARIA
2149;27;Persona 2149;-12.08577422;-77.06237227;JESUS MARIA
2150;23;Persona 2150;-12.0843323;-77.04383178;LINCE
2151;28;Persona 2151;-12.06660554;-77.04663584;JESUS MARIA
2152;15;Persona 2152;-12.07582265;-77.01028211;LA VICTORIA
2153;23;Persona 2153;-12.08149468;-77.02869053;LINCE
2154;22;Persona 2154;-12.08603018;-77.04351941;LINCE
2155;38;Persona 2155;-12.06008057;-77.03089383;LA VICTORIA
2156;61;Persona 2156;-12.08097388;-77.04358966;JESUS MARIA
2157;23;Persona 2157;-12.07836507;-77.05307022;JESUS MARIA
2158;46;Persona 2158;-12.07689678;-77.07001943;PUEBLO LIBRE
2159;23;Persona 2159;-12.07991964;-77.01102919;LA VICTORIA
2160;14;Persona 2160;-12.08851822;-77.02178481;LA VICTORIA
2161;11;Persona 2161;-12.08395038;-77.05419074;JESUS MARIA
2162;46;Persona 2162;-12.07569681;-77.04395342;JESUS MARIA
2163;1;Persona 2163;-12.09167431;-77.02923994;LINCE
2164;1;Persona 2164;-12.06136169;-77.03145125;LA VICTORIA
2165;26;Persona 2165;-12.07075702;-77.02194569;LA VICTORIA
2166;43;Persona 2166;-12.06573273;-77.04025183;JESUS MARIA
2167;9;Persona 2167;-12.0894403;-77.05626959;JESUS MARIA
2168;19;Persona 2168;-12.08362842;-77.06436132;PUEBLO LIBRE
2169;16;Persona 2169;-12.07613936;-77.04380988;JESUS MARIA
2170;42;Persona 2170;-12.08495203;-77.03047101;LINCE
2171;41;Persona 2171;-12.0875018;-77.03728373;LINCE
2172;0;Persona 2172;-12.05206073;-77.05173261;BREÑA
2173;42;Persona 2173;-12.06984433;-77.05890524;PUEBLO LIBRE
2174;19;Persona 2174;-12.08352596;-77.06032235;JESUS MARIA
2175;42;Persona 2175;-12.0871257;-77.02826991;LINCE
2176;26;Persona 2176;-12.08960176;-77.05802955;JESUS MARIA
2177;41;Persona 2177;-12.08448232;-77.05075055;JESUS MARIA
2178;37;Persona 2178;-12.06876015;-77.02104741;LA VICTORIA
2179;75;Persona 2179;-12.07585854;-77.0539667;JESUS MARIA
2180;23;Persona 2180;-12.0787549;-77.01235022;LA VICTORIA
2181;44;Persona 2181;-12.08253962;-77.04501899;JESUS MARIA
2182;44;Persona 2182;-12.06619124;-76.99802626;LA VICTORIA
2183;22;Persona 2183;-12.07825074;-77.04824006;JESUS MARIA
2184;17;Persona 2184;-12.07372959;-77.04334198;JESUS MARIA
2185;22;Persona 2185;-12.0766451;-77.01218518;LA VICTORIA
2186;21;Persona 2186;-12.08426522;-77.01017586;LA VICTORIA
2187;78;Persona 2187;-12.07264565;-77.04254448;JESUS MARIA
2188;26;Persona 2188;-12.08409534;-77.06114604;JESUS MARIA
2189;37;Persona 2189;-12.06561924;-77.05042619;BREÑA
